transaction_id,customer_id,date,category,amount,merchant,city,payment_method
80,1096,2024-09-15,Fuel,864.95,Sol Gas,Point Fortin,Mobile Payment
81,1020,2024-05-12,Fuel,1508.52,Unipet,Tobago,Bank Transfer
82,1098,2024-05-02,Fuel,563.7,Sol Gas,Port of Spain,Bank Transfer
83,1030,2024-06-12,Travel,1788.19,Uber,Port of Spain,Debit Card
84,1019,2024-12-21,Utilities,322.55,WASA,San Fernando,Credit Card
85,1053,2024-10-04,Health,942.53,HealthNet,Port of Spain,Debit Card
86,1053,2024-12-22,Health,58.67,Trincity Medical,Point Fortin,Mobile Payment
87,1061,2024-06-01,Groceries,1511.88,Tru Valu,Arima,Debit Card
88,1062,2024-08-11,Utilities,981.57,WASA,Arima,Bank Transfer
89,1085,2024-03-25,Health,1684.2,Trincity Medical,San Fernando,Credit Card
90,1050,2024-11-25,Groceries,868.65,Massy Stores,Arima,Debit Card
91,1006,2024-06-16,Travel,439.09,Uber,Chaguanas,Bank Transfer
92,1097,2024-08-03,Health,519.5,HealthNet,Port of Spain,Mobile Payment
93,1002,2024-04-24,Groceries,1307.29,Tru Valu,Tobago,Credit Card
94,1096,2024-04-12,Groceries,1681.67,Massy Stores,Point Fortin,Debit Card
95,1030,2024-12-08,Entertainment,246.49,Cinemax,San Fernando,Mobile Payment
96,1089,2024-03-26,Travel,1219.67,Uber,Tobago,Credit Card
97,1099,2024-02-25,Entertainment,1165.8,Cinemax,Chaguanas,Mobile Payment
98,1050,2024-10-30,Utilities,1387.42,T&TEC,Tobago,Debit Card
99,1013,2024-11-03,Travel,1614.95,Hyatt,Point Fortin,Credit Card
100,1044,2024-07-08,Health,156.53,Trincity Medical,Tobago,Bank Transfer
101,1001,2024-02-24,Health,878.38,HealthNet,Chaguanas,Mobile Payment
102,1090,2024-03-31,Entertainment,1472.91,Cinemax,Tobago,Bank Transfer
103,1078,2024-08-11,Fuel,1654.95,Unipet,Point Fortin,Bank Transfer
104,1041,2024-05-22,Utilities,1765.63,T&TEC,San Fernando,Mobile Payment
105,1072,2024-01-15,Health,998.73,HealthNet,Chaguanas,Debit Card
106,1062,2024-05-12,Utilities,693.87,WASA,Point Fortin,Bank Transfer
107,1071,2024-04-07,Groceries,189.51,Xtra Foods,Tobago,Mobile Payment
108,1062,2024-08-31,Utilities,1298.89,Flow,Arima,Mobile Payment
109,1002,2024-04-23,Dining,820.71,Starbucks,San Fernando,Bank Transfer
110,1084,2024-10-10,Shopping,1071.23,Courts,Arima,Bank Transfer
111,1045,2024-06-05,Fuel,517.78,Unipet,Port of Spain,Debit Card
112,1040,2024-04-08,Dining,448.44,Royal Castle,Arima,Bank Transfer
113,1092,2024-04-09,Travel,606.57,Caribbean Airlines,Chaguanas,Debit Card
114,1038,2024-09-30,Groceries,270.63,Xtra Foods,Port of Spain,Credit Card
115,1070,2024-03-05,Travel,1282.98,Hyatt,Arima,Credit Card
116,1001,2024-09-02,Travel,892.13,Uber,San Fernando,Credit Card
117,1032,2024-02-03,Fuel,813.4,NP Gas Station,Port of Spain,Credit Card
118,1019,2024-06-04,Entertainment,188.66,TriniCinema,San Fernando,Credit Card
119,1071,2024-11-01,Health,1585.67,Trincity Medical,San Fernando,Mobile Payment
120,1057,2024-10-28,Fuel,1980.26,Unipet,Chaguanas,Credit Card
121,1078,2024-11-16,Dining,437.83,Royal Castle,Tobago,Credit Card
122,1020,2024-10-09,Utilities,168.63,T&TEC,Port of Spain,Mobile Payment
123,1057,2024-01-17,Fuel,478.32,Unipet,Tobago,Bank Transfer
124,1089,2024-12-17,Fuel,482.18,NP Gas Station,Chaguanas,Debit Card
125,1054,2024-11-27,Dining,315.0,Royal Castle,Chaguanas,Debit Card
126,1009,2024-06-06,Groceries,1198.19,Massy Stores,Point Fortin,Bank Transfer
127,1056,2024-12-18,Dining,622.1,Mario's,Arima,Bank Transfer
128,1064,2024-02-11,Fuel,1204.11,Unipet,Arima,Bank Transfer
129,1077,2024-02-16,Travel,473.27,Caribbean Airlines,Tobago,Credit Card
130,1097,2024-01-21,Travel,1530.96,Hyatt,San Fernando,Mobile Payment
131,1066,2024-04-02,Fuel,1993.95,Unipet,Arima,Mobile Payment
132,1011,2024-07-28,Fuel,679.95,Unipet,Tobago,Credit Card
133,1020,2024-12-21,Shopping,1001.03,Courts,Tobago,Mobile Payment
134,1097,2024-02-15,Groceries,642.74,Tru Valu,Chaguanas,Credit Card
135,1098,2024-01-01,Health,1322.17,Trincity Medical,Point Fortin,Mobile Payment
136,1052,2024-09-22,Groceries,736.32,Massy Stores,Arima,Mobile Payment
137,1097,2024-05-16,Groceries,1107.45,Massy Stores,Chaguanas,Mobile Payment
138,1089,2024-01-15,Fuel,1946.83,NP Gas Station,Point Fortin,Debit Card
139,1090,2024-10-09,Entertainment,47.08,Cinemax,Arima,Credit Card
140,1028,2024-03-01,Dining,1302.47,Mario's,San Fernando,Mobile Payment
141,1091,2024-12-27,Travel,561.38,Hyatt,Arima,Mobile Payment
142,1031,2024-03-15,Fuel,779.5,Sol Gas,Point Fortin,Debit Card
143,1008,2024-06-23,Travel,1869.81,Uber,Point Fortin,Bank Transfer
144,1000,2024-06-01,Travel,1678.2,Hyatt,Point Fortin,Mobile Payment
145,1019,2024-09-04,Fuel,703.35,Sol Gas,Point Fortin,Mobile Payment
146,1058,2024-12-23,Shopping,492.83,Excellent Stores,Arima,Debit Card
147,1099,2024-06-11,Health,1494.52,St. Clair Medical,Tobago,Mobile Payment
148,1049,2024-01-19,Entertainment,269.97,Cinemax,Point Fortin,Bank Transfer
149,1012,2024-09-26,Fuel,1822.67,NP Gas Station,Port of Spain,Debit Card
150,1052,2024-08-28,Entertainment,1567.42,MovieTowne,Chaguanas,Bank Transfer
151,1079,2024-02-11,Health,1706.5,Trincity Medical,Tobago,Mobile Payment
152,1040,2024-01-19,Fuel,1242.57,Sol Gas,San Fernando,Bank Transfer
153,1029,2024-02-20,Dining,1525.53,Mario's,Tobago,Credit Card
154,1056,2024-06-02,Entertainment,1808.78,TriniCinema,Port of Spain,Bank Transfer
155,1007,2024-07-10,Travel,872.76,Uber,San Fernando,Mobile Payment
156,1072,2024-03-30,Entertainment,176.36,MovieTowne,Arima,Debit Card
157,1063,2024-08-24,Entertainment,1283.05,MovieTowne,Arima,Bank Transfer
158,1085,2024-05-27,Groceries,1361.67,Tru Valu,San Fernando,Credit Card
159,1056,2024-06-02,Shopping,1285.1,PriceSmart,Arima,Bank Transfer
160,1058,2024-07-15,Travel,1709.6,Caribbean Airlines,Port of Spain,Debit Card
161,1048,2024-05-31,Shopping,1985.53,PriceSmart,Chaguanas,Credit Card
162,1084,2024-01-05,Health,1140.54,HealthNet,Tobago,Credit Card
163,1077,2024-04-27,Fuel,1221.99,Unipet,Chaguanas,Debit Card
164,1081,2024-05-08,Utilities,1361.97,Flow,Tobago,Debit Card
165,1080,2024-06-07,Dining,1581.45,KFC,Port of Spain,Bank Transfer
166,1093,2024-05-31,Entertainment,666.9,MovieTowne,Arima,Debit Card
167,1025,2024-07-06,Entertainment,1071.09,TriniCinema,Chaguanas,Debit Card
168,1032,2024-06-22,Fuel,1612.38,Unipet,Arima,Credit Card
169,1018,2024-12-11,Utilities,1960.29,Flow,Point Fortin,Bank Transfer
170,1011,2024-05-15,Health,1082.41,St. Clair Medical,Arima,Bank Transfer
171,1086,2024-07-14,Travel,1648.39,Hyatt,Chaguanas,Credit Card
172,1086,2024-01-13,Utilities,1246.7,WASA,Point Fortin,Bank Transfer
173,1078,2024-02-02,Utilities,1278.1,Flow,Arima,Bank Transfer
174,1083,2024-03-12,Health,109.79,St. Clair Medical,Port of Spain,Bank Transfer
175,1063,2024-04-30,Dining,1776.77,KFC,San Fernando,Mobile Payment
176,1058,2024-12-22,Shopping,1893.03,PriceSmart,Arima,Debit Card
177,1053,2024-11-11,Dining,828.07,Mario's,Chaguanas,Credit Card
178,1088,2024-08-15,Shopping,900.5,Excellent Stores,San Fernando,Bank Transfer
179,1012,2024-11-26,Shopping,730.17,PriceSmart,Arima,Bank Transfer
180,1024,2024-02-16,Dining,1332.28,Mario's,Tobago,Credit Card
181,1006,2024-03-05,Shopping,1578.22,Excellent Stores,San Fernando,Credit Card
182,1097,2024-04-20,Utilities,1629.84,Flow,San Fernando,Bank Transfer
183,1099,2024-01-02,Entertainment,569.0,TriniCinema,San Fernando,Debit Card
184,1069,2024-02-26,Travel,1328.89,Caribbean Airlines,Port of Spain,Debit Card
185,1001,2024-10-28,Shopping,661.07,Excellent Stores,San Fernando,Bank Transfer
186,1006,2024-08-03,Entertainment,1061.65,TriniCinema,Tobago,Credit Card
187,1060,2024-09-19,Fuel,1195.46,Unipet,Arima,Debit Card
188,1078,2024-12-03,Groceries,1052.47,Xtra Foods,Arima,Credit Card
189,1007,2024-08-06,Fuel,1378.47,Unipet,Arima,Mobile Payment
190,1009,2024-11-07,Dining,313.7,Starbucks,San Fernando,Bank Transfer
191,1079,2024-11-01,Shopping,1070.5,Courts,Arima,Mobile Payment
192,1012,2024-08-08,Dining,914.08,Royal Castle,San Fernando,Mobile Payment
193,1043,2024-07-31,Fuel,1464.63,Unipet,Chaguanas,Mobile Payment
194,1040,2024-03-19,Travel,1379.91,Uber,Arima,Credit Card
195,1011,2024-08-09,Dining,211.2,KFC,Tobago,Bank Transfer
196,1016,2024-10-14,Groceries,1132.13,Xtra Foods,Tobago,Credit Card
197,1052,2024-08-04,Shopping,1738.82,PriceSmart,Tobago,Credit Card
198,1036,2024-02-23,Travel,1164.28,Uber,San Fernando,Debit Card
199,1084,2024-02-25,Fuel,713.23,NP Gas Station,Point Fortin,Bank Transfer
200,1014,2024-04-25,Travel,1618.3,Hyatt,Point Fortin,Credit Card
201,1077,2024-04-02,Travel,561.08,Caribbean Airlines,Chaguanas,Bank Transfer
202,1044,2024-03-14,Groceries,1141.32,Massy Stores,Arima,Credit Card
203,1018,2024-09-28,Groceries,445.96,Massy Stores,Arima,Mobile Payment
204,1043,2024-06-08,Entertainment,1448.76,Cinemax,Point Fortin,Credit Card
205,1006,2024-11-12,Entertainment,118.53,MovieTowne,Port of Spain,Bank Transfer
206,1056,2024-11-06,Health,895.25,HealthNet,Chaguanas,Debit Card
207,1096,2024-08-08,Dining,239.56,Starbucks,Tobago,Mobile Payment
208,1067,2024-04-22,Travel,802.62,Caribbean Airlines,Point Fortin,Credit Card
209,1000,2024-04-18,Utilities,1539.35,WASA,Chaguanas,Bank Transfer
210,1041,2024-09-11,Dining,1499.09,KFC,San Fernando,Debit Card
211,1048,2024-10-13,Utilities,1670.04,Flow,Chaguanas,Credit Card
212,1050,2024-01-10,Groceries,930.31,Tru Valu,Port of Spain,Bank Transfer
213,1073,2024-07-26,Health,1424.81,Trincity Medical,Arima,Bank Transfer
214,1014,2024-06-15,Health,360.31,St. Clair Medical,Point Fortin,Mobile Payment
215,1088,2024-08-11,Shopping,1692.08,Excellent Stores,San Fernando,Mobile Payment
216,1075,2024-02-10,Health,803.62,Trincity Medical,Chaguanas,Bank Transfer
217,1028,2024-02-09,Shopping,1030.76,Excellent Stores,Port of Spain,Debit Card
218,1099,2024-11-26,Shopping,1633.77,Courts,San Fernando,Credit Card
219,1018,2024-03-29,Travel,1212.75,Caribbean Airlines,Tobago,Credit Card
220,1022,2024-10-15,Fuel,1524.56,Unipet,Arima,Bank Transfer
221,1080,2024-08-13,Shopping,155.21,Excellent Stores,Arima,Bank Transfer
222,1035,2024-09-16,Groceries,166.9,Tru Valu,Arima,Mobile Payment
223,1004,2024-05-26,Groceries,171.93,Tru Valu,Port of Spain,Mobile Payment
224,1059,2024-10-19,Groceries,1310.64,Tru Valu,Chaguanas,Mobile Payment
225,1064,2024-08-18,Entertainment,224.93,MovieTowne,Chaguanas,Credit Card
226,1064,2024-05-06,Entertainment,1421.09,MovieTowne,Arima,Debit Card
227,1046,2024-07-17,Shopping,829.36,Courts,Chaguanas,Credit Card
228,1080,2024-06-17,Shopping,207.12,Excellent Stores,Tobago,Mobile Payment
229,1036,2024-12-02,Travel,1929.53,Hyatt,Point Fortin,Debit Card
230,1042,2024-06-28,Dining,634.26,Royal Castle,Tobago,Mobile Payment
231,1016,2024-10-13,Dining,765.83,Starbucks,Chaguanas,Debit Card
232,1085,2024-09-17,Dining,736.42,Mario's,Chaguanas,Bank Transfer
233,1023,2024-09-05,Utilities,400.17,WASA,San Fernando,Debit Card
234,1009,2024-09-16,Travel,1546.33,Caribbean Airlines,Tobago,Credit Card
235,1084,2024-03-08,Shopping,1202.55,PriceSmart,San Fernando,Debit Card
236,1023,2024-08-12,Entertainment,106.51,TriniCinema,Chaguanas,Debit Card
237,1056,2024-08-17,Travel,483.33,Hyatt,San Fernando,Bank Transfer
238,1100,2024-07-07,Fuel,1363.05,NP Gas Station,Point Fortin,Mobile Payment
239,1059,2024-09-14,Travel,1064.37,Uber,San Fernando,Debit Card
240,1077,2024-01-27,Entertainment,1289.53,Cinemax,Chaguanas,Credit Card
241,1091,2024-02-12,Dining,1530.97,Starbucks,Chaguanas,Mobile Payment
242,1065,2024-02-16,Entertainment,1893.9,Cinemax,San Fernando,Mobile Payment
243,1044,2024-01-28,Groceries,804.98,Tru Valu,Chaguanas,Debit Card
244,1049,2024-04-24,Dining,75.81,Starbucks,Port of Spain,Bank Transfer
245,1018,2024-05-26,Entertainment,1836.44,MovieTowne,Arima,Debit Card
246,1097,2024-11-11,Fuel,30.4,Unipet,Port of Spain,Credit Card
247,1032,2024-10-07,Utilities,1881.65,T&TEC,Point Fortin,Mobile Payment
248,1014,2024-06-03,Travel,261.26,Caribbean Airlines,San Fernando,Mobile Payment
249,1081,2024-02-26,Fuel,1676.64,NP Gas Station,Arima,Credit Card
250,1080,2024-03-14,Utilities,596.72,Flow,Port of Spain,Bank Transfer
251,1030,2024-12-06,Health,1343.07,St. Clair Medical,Point Fortin,Bank Transfer
252,1008,2024-08-28,Groceries,106.2,Tru Valu,Arima,Bank Transfer
253,1032,2024-02-04,Groceries,702.71,Tru Valu,Tobago,Credit Card
254,1098,2024-01-23,Shopping,717.55,Excellent Stores,Chaguanas,Debit Card
255,1099,2024-09-02,Fuel,1270.84,Sol Gas,San Fernando,Credit Card
256,1091,2024-05-30,Fuel,419.15,NP Gas Station,San Fernando,Credit Card
257,1040,2024-07-22,Travel,1978.46,Hyatt,Point Fortin,Mobile Payment
258,1032,2024-04-07,Groceries,586.5,Xtra Foods,Port of Spain,Bank Transfer
259,1034,2024-08-11,Dining,1781.18,Starbucks,Tobago,Mobile Payment
260,1049,2024-09-11,Shopping,1390.3,Excellent Stores,Chaguanas,Bank Transfer
261,1010,2024-08-08,Health,1212.86,St. Clair Medical,San Fernando,Bank Transfer
262,1041,2024-06-16,Dining,1328.62,KFC,Chaguanas,Mobile Payment
263,1077,2024-12-19,Health,898.94,St. Clair Medical,Arima,Credit Card
264,1093,2024-08-10,Shopping,563.62,PriceSmart,Port of Spain,Credit Card
265,1085,2024-09-19,Health,1606.17,HealthNet,Tobago,Debit Card
266,1003,2024-12-13,Entertainment,1567.0,TriniCinema,Port of Spain,Debit Card
267,1008,2024-07-06,Utilities,737.06,Flow,Point Fortin,Credit Card
268,1077,2024-08-18,Entertainment,1898.67,TriniCinema,Chaguanas,Mobile Payment
269,1097,2024-09-28,Dining,746.56,Royal Castle,Chaguanas,Bank Transfer
270,1031,2024-04-05,Dining,1008.11,KFC,Arima,Credit Card
271,1033,2024-08-16,Travel,444.85,Hyatt,Point Fortin,Bank Transfer
272,1088,2024-03-03,Fuel,288.74,NP Gas Station,Port of Spain,Mobile Payment
273,1022,2024-12-15,Fuel,1935.77,NP Gas Station,Chaguanas,Bank Transfer
274,1090,2024-06-02,Dining,1705.7,Starbucks,Tobago,Debit Card
275,1046,2024-04-12,Utilities,1588.29,T&TEC,San Fernando,Mobile Payment
276,1003,2024-10-20,Shopping,750.44,PriceSmart,Point Fortin,Debit Card
277,1078,2024-06-07,Dining,808.36,KFC,Tobago,Mobile Payment
278,1067,2024-10-21,Health,166.03,HealthNet,Chaguanas,Credit Card
279,1057,2024-09-21,Fuel,702.14,Sol Gas,Point Fortin,Debit Card
280,1098,2024-09-14,Entertainment,1823.21,Cinemax,Port of Spain,Credit Card
281,1066,2024-03-25,Entertainment,340.69,Cinemax,Tobago,Debit Card
282,1044,2024-05-08,Travel,408.68,Caribbean Airlines,Point Fortin,Bank Transfer
283,1016,2024-09-30,Travel,204.99,Hyatt,Tobago,Debit Card
284,1075,2024-12-03,Entertainment,1256.47,MovieTowne,Point Fortin,Bank Transfer
285,1072,2024-02-11,Groceries,110.01,Massy Stores,Tobago,Bank Transfer
286,1083,2024-08-01,Utilities,1243.85,Flow,Port of Spain,Mobile Payment
287,1080,2024-06-03,Travel,976.23,Hyatt,Tobago,Mobile Payment
288,1038,2024-12-18,Fuel,138.63,NP Gas Station,Arima,Mobile Payment
289,1061,2024-06-23,Fuel,1221.19,NP Gas Station,Chaguanas,Bank Transfer
290,1093,2024-03-07,Shopping,1526.12,Courts,Point Fortin,Credit Card
291,1040,2024-03-03,Utilities,549.59,WASA,San Fernando,Debit Card
292,1012,2024-07-15,Groceries,1731.04,Tru Valu,Arima,Debit Card
293,1020,2024-06-09,Shopping,395.87,PriceSmart,San Fernando,Mobile Payment
294,1065,2024-06-06,Fuel,1004.79,Unipet,Port of Spain,Mobile Payment
295,1064,2024-04-20,Fuel,1175.02,NP Gas Station,Port of Spain,Credit Card
296,1036,2024-11-30,Fuel,1351.59,Sol Gas,Chaguanas,Credit Card
297,1013,2024-05-15,Health,1460.47,St. Clair Medical,Arima,Bank Transfer
298,1005,2024-10-18,Health,1132.4,St. Clair Medical,Chaguanas,Bank Transfer
299,1009,2024-08-18,Health,1533.52,Trincity Medical,Chaguanas,Credit Card
300,1016,2024-07-10,Dining,1593.9,Mario's,Chaguanas,Bank Transfer
301,1096,2024-11-04,Entertainment,1028.06,MovieTowne,Point Fortin,Credit Card
302,1005,2024-12-31,Groceries,679.42,Massy Stores,Arima,Mobile Payment
303,1019,2024-11-09,Entertainment,650.69,Cinemax,Arima,Bank Transfer
304,1075,2024-09-17,Shopping,1074.03,PriceSmart,Tobago,Bank Transfer
305,1060,2024-06-18,Groceries,1354.14,Tru Valu,Arima,Bank Transfer
306,1092,2024-08-30,Groceries,545.75,Xtra Foods,Tobago,Debit Card
307,1092,2024-09-02,Groceries,357.61,Xtra Foods,Tobago,Mobile Payment
308,1018,2024-10-20,Utilities,1897.45,T&TEC,Port of Spain,Debit Card
309,1002,2024-08-02,Fuel,319.83,Unipet,Tobago,Debit Card
310,1052,2024-02-01,Fuel,1417.43,Sol Gas,Point Fortin,Debit Card
311,1071,2024-09-01,Shopping,1060.44,PriceSmart,Chaguanas,Debit Card
312,1058,2024-06-30,Shopping,1358.22,PriceSmart,Tobago,Bank Transfer
313,1078,2024-05-06,Fuel,572.43,NP Gas Station,Chaguanas,Debit Card
314,1038,2024-04-16,Travel,1386.68,Hyatt,Arima,Bank Transfer
315,1061,2024-05-20,Shopping,589.82,PriceSmart,Point Fortin,Mobile Payment
316,1050,2024-05-28,Shopping,103.29,Excellent Stores,Tobago,Credit Card
317,1044,2024-05-11,Fuel,1499.73,Sol Gas,San Fernando,Debit Card
318,1068,2024-12-22,Travel,557.81,Hyatt,Port of Spain,Debit Card
319,1031,2024-09-28,Groceries,466.83,Xtra Foods,San Fernando,Credit Card
320,1012,2024-08-29,Health,219.08,HealthNet,San Fernando,Credit Card
321,1070,2024-11-30,Entertainment,1871.36,Cinemax,Arima,Mobile Payment
322,1083,2024-06-13,Utilities,585.12,WASA,Port of Spain,Credit Card
323,1083,2024-01-20,Utilities,1828.19,Flow,San Fernando,Mobile Payment
324,1022,2024-09-10,Groceries,388.9,Tru Valu,Tobago,Bank Transfer
325,1004,2024-10-17,Groceries,1213.51,Tru Valu,Chaguanas,Bank Transfer
326,1058,2024-09-15,Fuel,946.68,NP Gas Station,San Fernando,Credit Card
327,1042,2024-08-22,Entertainment,1303.6,TriniCinema,Tobago,Debit Card
328,1001,2024-10-17,Shopping,1355.31,Courts,San Fernando,Debit Card
329,1078,2024-09-20,Health,669.29,HealthNet,Arima,Credit Card
330,1023,2024-06-14,Entertainment,1872.93,Cinemax,Port of Spain,Bank Transfer
331,1049,2024-05-16,Utilities,1908.99,WASA,Chaguanas,Credit Card
332,1033,2024-04-30,Shopping,143.01,PriceSmart,Port of Spain,Mobile Payment
333,1039,2024-12-17,Entertainment,1014.99,Cinemax,Tobago,Bank Transfer
334,1088,2024-07-07,Dining,1236.96,Starbucks,San Fernando,Debit Card
335,1061,2024-11-06,Entertainment,759.78,Cinemax,Tobago,Mobile Payment
336,1096,2024-12-14,Utilities,1514.38,T&TEC,Port of Spain,Mobile Payment
337,1067,2024-10-15,Shopping,242.17,Excellent Stores,Point Fortin,Debit Card
338,1073,2024-06-16,Entertainment,1711.88,MovieTowne,Arima,Credit Card
339,1087,2024-10-25,Utilities,987.88,Flow,Point Fortin,Mobile Payment
340,1007,2024-09-19,Fuel,842.54,NP Gas Station,Point Fortin,Credit Card
341,1071,2024-06-06,Fuel,1452.09,Sol Gas,Arima,Bank Transfer
342,1000,2024-02-07,Utilities,109.67,Flow,Chaguanas,Credit Card
343,1069,2024-08-29,Groceries,82.84,Massy Stores,Arima,Debit Card
